filename,dimensions,operation,execution_time_sec
Screenshot_۲۰۲۶-۰۸-۲۹-۱۷-۰۴-۱۹-۰۱۳_com.miui.videoplayer.jpg,540*1200*3,color_filter,0.007122
Screenshot_۲۰۲۶-۰۸-۲۹-۱۷-۵۳-۰۶-۹۳۲_com.miui.videoplayer.jpg,540*1200*3,color_filter,0.001783
test2.jpg,1020*768*3,color_filter,0.001499
