filename,dimensions,operation,execution_time_sec
Screenshot_۲۰۲۶-۰۸-۲۹-۱۷-۰۴-۱۹-۰۱۳_com.miui.videoplayer.jpg,540*1200*3,gray,0.013236
Screenshot_۲۰۲۶-۰۸-۲۹-۱۷-۵۳-۰۶-۹۳۲_com.miui.videoplayer.jpg,540*1200*3,gray,0.009297
test2.jpg,1020*768*3,gray,0.006921
